,Symbol,Name,Market
673,011170,롯데케미칼,KOSPI
674,002270,롯데푸드,KOSPI
675,071840,롯데하이마트,KOSPI
676,038060,루멘스,KOSDAQ
677,162120,루켄테크놀러지스,KONEX
678,253610,루트락,KONEX
679,085370,루트로닉,KOSDAQ
680,060240,룽투코리아,KOSDAQ
681,058470,리노공업,KOSDAQ
682,039980,리노스,KOSDAQ
683,019570,리더스 기술투자,KOSDAQ
684,016100,리더스코스메틱,KOSDAQ
685,012700,리드코프,KOSDAQ
686,302550,리메드,KOSDAQ
687,377450,리파인,KOSDAQ
688,277070,린드먼아시아,KOSDAQ
689,042500,링네트,KOSDAQ
690,219420,링크제니시스,KOSDAQ
691,027740,마니커,KOSPI
692,195500,마니커에프앤지,KOSDAQ
693,222810,마이더스AI,KOSDAQ
694,305090,마이크로디지탈,KOSDAQ
695,098120,마이크로컨텍솔,KOSDAQ
696,147760,마이크로프랜드,KOSDAQ
697,377480,마인즈랩,KOSDAQ
698,038290,마크로젠,KOSDAQ
699,204320,만도,KOSPI
700,001080,만호제강,KOSPI
701,220630,맘스터치,KOSDAQ
702,267980,매일유업,KOSDAQ
703,005990,매일홀딩스,KOSDAQ
704,127160,매직마이크로,KOSDAQ
705,093520,매커스,KOSDAQ
706,377030,맥스트,KOSDAQ
707,088980,맥쿼리인프라,KOSPI
708,094800,맵스리얼티1,KOSPI
709,100590,머큐리,KOSDAQ
710,067280,멀티캠퍼스,KOSDAQ
711,072870,메가스터디,KOSDAQ
712,215200,메가스터디교육,KOSDAQ
713,133750,메가엠디,KOSDAQ
714,235980,메드팩토,KOSDAQ
715,200580,메디쎄이,KONEX
716,041920,메디아나,KOSDAQ
717,233250,메디안디노스틱,KONEX
718,014100,메디앙스,KOSDAQ
719,236340,메디젠휴먼케어,KONEX
720,054180,메디콕스,KOSDAQ
721,086900,메디톡스,KOSDAQ
722,078160,메디포스트,KOSDAQ
723,065650,메디프론,KOSDAQ
724,138040,메리츠금융지주,KOSPI
725,008560,메리츠증권,KOSPI
726,000060,메리츠화재,KOSPI
727,021880,메이슨캐피탈,KOSDAQ
728,140410,메지온,KOSDAQ
729,241770,메카로,KOSDAQ
730,090370,메타랩스,KOSPI
731,059210,메타바이오메드,KOSDAQ
732,058110,멕아이씨에스,KOSDAQ
733,096640,멜파스,KOSDAQ
734,017180,명문제약,KOSPI
735,257370,명성티엔에스,KOSDAQ
736,009900,명신산업,KOSPI
737,267060,명진홀딩스,KONEX
738,012690,모나리자,KOSPI
739,005360,모나미,KOSPI
740,080420,모다이노칩,KOSDAQ
741,080160,모두투어,KOSDAQ
742,204210,모두투어리츠,KOSPI
743,100030,모바일리더,KOSDAQ
744,087260,모바일어플라이언스,KOSDAQ
745,101330,모베이스,KOSDAQ
746,012860,모베이스전자,KOSDAQ
747,348030,모비릭스,KOSDAQ
748,250060,모비스,KOSDAQ
749,288980,모아데이타,KOSDAQ
750,033200,모아텍,KOSDAQ
751,009680,모토닉,KOSPI
752,118990,모트렉스,KOSDAQ
753,006920,모헨즈,KOSDAQ
754,009580,무림P&P,KOSPI
755,001810,무림SP,KOSDAQ
756,009200,무림페이퍼,KOSPI
757,322970,무진메디,KONEX
758,033920,무학,KOSPI
759,008420,문배철강,KOSPI
760,279600,미디어젠,KOSDAQ
761,095500,미래나노텍,KOSDAQ
762,025560,미래산업,KOSPI
763,218150,미래생명자원,KOSDAQ
764,007120,미래아이앤지,KOSPI
765,396690,미래에셋글로벌리츠,KOSPI
766,353490,미래에셋대우스팩 5호,KOSDAQ
767,328380,미래에셋대우스팩3호,KOSDAQ
768,357250,미래에셋맵스리츠,KOSPI
769,100790,미래에셋벤처투자,KOSDAQ
770,412930,미래에셋비전스팩1호,KOSDAQ
771,085620,미래에셋생명,KOSPI
772,006800,미래에셋증권,KOSPI
773,208890,미래엔에듀파트너,KONEX
774,049950,미래컴퍼니,KOSDAQ
775,207760,미스터블루,KOSDAQ
776,002840,미원상사,KOSPI
777,268280,미원에스씨,KOSPI
778,107590,미원홀딩스,KOSPI
779,134380,미원화학,KOSPI
780,003650,미창석유,KOSPI
781,059090,미코,KOSDAQ
782,214610,미코바이오메드,KOSDAQ
783,201490,미투온,KOSDAQ
784,950190,미투젠,KOSDAQ
785,214180,민앤지,KOSDAQ
786,155900,바다로19호,KOSPI
787,206640,바디텍메드,KOSDAQ
788,018700,바른손,KOSDAQ
789,035620,바른손이앤에이,KOSDAQ
790,064520,바른전자,KOSDAQ
791,053030,바이넥스,KOSDAQ
792,301300,바이브컴퍼니,KOSDAQ
793,064550,바이오니아,KOSDAQ
794,314930,바이오다인,KOSDAQ
795,208710,바이오로그디바이스,KOSDAQ
796,086820,바이오솔루션,KOSDAQ
797,038460,바이오스마트,KOSDAQ
798,281310,바이오시네틱스,KONEX
799,251120,바이오에프디엔씨,KOSDAQ
800,266470,바이오인프라생명과학,KONEX
801,086040,바이오톡스텍,KOSDAQ
802,199290,바이오프로테크,KONEX
803,099430,바이오플러스,KOSDAQ
804,032980,바이온,KOSDAQ
805,222160,바이옵트로,KOSDAQ
806,308080,바이젠셀,KOSDAQ
807,043150,바텍,KOSDAQ
808,323990,박셀바이오,KOSDAQ
809,003610,방림,KOSPI
810,267790,배럴,KOSDAQ
811,001340,백광산업,KOSPI
812,046310,백금T&A,KOSDAQ
813,035150,백산,KOSPI
814,066410,버킷스튜디오,KOSDAQ
815,002410,범양건영,KOSPI
816,206400,베노홀딩스,KOSDAQ
817,019010,베뉴지,KOSDAQ
818,322190,베른,KONEX
819,177350,베셀,KOSDAQ
820,299910,베스파,KOSDAQ
821,096300,베트남개발1,KOSPI
822,007210,벽산,KOSPI
823,225530,보광산업,KOSDAQ
824,250000,보라티알,KOSDAQ
825,002760,보락,KOSPI
826,003850,보령,KOSPI
827,006910,보성파워텍,KOSDAQ
828,000890,보해양조,KOSPI
829,226340,본느,KOSDAQ
830,206950,볼빅,KONEX
831,003000,부광약품,KOSPI
832,001270,부국증권,KOSPI
833,026940,부국철강,KOSPI
834,014470,부방,KOSDAQ
835,011390,부산산업,KOSPI
836,005030,부산주공,KOSPI
837,008470,부스타,KOSDAQ
838,338220,뷰노,KOSDAQ
839,100120,뷰웍스,KOSDAQ
840,337930,브랜드엑스코퍼레이션,KOSDAQ
841,099390,브레인즈컴퍼니,KOSDAQ
842,064480,브리지텍,KOSDAQ
843,288330,브릿지바이오테라퓨틱스,KOSDAQ
844,365900,브이씨,KOSDAQ
845,251630,브이원텍,KOSDAQ
846,018290,브이티지엠피,KOSDAQ
847,044480,블루베리 NFT,KOSDAQ
848,033560,블루콤,KOSDAQ
849,191600,블루탑,KONEX
850,369370,블리츠웨이,KOSDAQ
851,126340,비나텍,KOSDAQ
852,121800,비덴트,KOSDAQ
853,148140,비디아이,KOSDAQ
854,082800,비보존 헬스케어,KOSDAQ
855,318410,비비씨,KOSDAQ
856,002070,비비안,KOSPI
857,100220,비상교육,KOSPI
858,146320,비씨엔씨,KOSDAQ
859,200780,비씨월드제약,KOSDAQ
860,141000,비아트론,KOSDAQ
861,090460,비에이치,KOSDAQ
862,083650,비에이치아이,KOSDAQ
863,215050,비엔디생활건강,KONEX
864,142760,비엘,KOSDAQ
865,065170,비엘팜텍,KOSDAQ
866,086220,비엘헬스케어,KONEX
867,086670,비엠티,KOSDAQ
868,335890,비올,KOSDAQ
869,138580,비즈니스온,KOSDAQ
870,082920,비츠로셀,KOSDAQ
871,054220,비츠로시스,KOSDAQ
872,042370,비츠로테크,KOSDAQ
873,030790,비케이탑스,KOSPI
874,050090,비케이홀딩스,KOSDAQ
875,307870,비투엔,KOSDAQ
876,357880,비트나인,KOSDAQ
877,032850,비트컴퓨터,KOSDAQ
878,148780,비플라이소프트,KONEX
879,238200,비피도,KOSDAQ
880,093190,빅솔론,KOSDAQ
881,065450,빅텍,KOSDAQ
882,210120,빅텐츠,KONEX
883,005180,빙그레,KOSPI
884,072950,빛샘전자,KOSDAQ
885,266170,뿌리깊은나무들,KONEX
886,143240,사람인에이치알,KOSDAQ
887,003960,사조대림,KOSPI
888,008040,사조동아원,KOSPI
889,007160,사조산업,KOSPI
890,014710,사조씨푸드,KOSPI
891,006090,사조오양,KOSPI
892,100090,삼강엠앤티,KOSDAQ
893,122350,삼기,KOSDAQ
894,014970,삼륭물산,KOSDAQ
895,018310,삼목에스폼,KOSDAQ
896,053700,삼보모터스,KOSDAQ
897,009620,삼보산업,KOSDAQ
898,023600,삼보판지,KOSDAQ
899,001470,삼부토건,KOSPI
900,006400,삼성SDI,KOSPI
901,006660,삼성공조,KOSPI
902,380320,삼성머스트스팩5호,KOSDAQ
903,028260,삼성물산,KOSPI
904,207940,삼성바이오로직스,KOSPI
905,032830,삼성생명,KOSPI
906,377630,삼성스팩4호,KOSDAQ
907,018260,삼성에스디에스,KOSPI
908,028050,삼성엔지니어링,KOSPI
909,009150,삼성전기,KOSPI
910,005930,삼성전자,KOSPI
911,001360,삼성제약,KOSPI
912,010140,삼성중공업,KOSPI
913,016360,삼성증권,KOSPI
914,068290,삼성출판사,KOSPI
915,029780,삼성카드,KOSPI
916,000810,삼성화재,KOSPI
917,006110,삼아알미늄,KOSPI
918,009300,삼아제약,KOSDAQ
919,145990,삼양사,KOSPI
920,003230,삼양식품,KOSPI
921,225190,삼양옵틱스,KOSDAQ
922,002170,삼양통상,KOSPI
923,272550,삼양패키징,KOSPI
924,000070,삼양홀딩스,KOSPI
925,002810,삼영무역,KOSPI
926,361670,삼영에스앤씨,KOSDAQ
927,054540,삼영엠텍,KOSDAQ
928,065570,삼영이엔씨,KOSDAQ
929,005680,삼영전자,KOSPI
930,003720,삼영화학,KOSPI
931,023000,삼원강재,KOSPI
932,004380,삼익THK,KOSPI
933,002450,삼익악기,KOSPI
934,032280,삼일,KOSDAQ
935,002290,삼일기업공사,KOSDAQ
936,004440,삼일씨엔에스,KOSPI
937,000520,삼일제약,KOSPI
938,009770,삼정펄프,KOSPI
939,037460,삼지전자,KOSDAQ
940,032750,삼진,KOSDAQ
941,054090,삼진엘앤디,KOSDAQ
942,005500,삼진제약,KOSPI
943,000250,삼천당제약,KOSDAQ
944,004690,삼천리,KOSPI
945,024950,삼천리자전거,KOSDAQ
946,038500,삼표시멘트,KOSDAQ
947,017480,삼현철강,KOSDAQ
948,010960,삼호개발,KOSPI
949,046390,삼화네트웍스,KOSDAQ
950,004450,삼화왕관,KOSPI
951,009470,삼화전기,KOSPI
952,011230,삼화전자,KOSPI
953,001820,삼화콘덴서,KOSPI
954,000390,삼화페인트,KOSPI
955,027580,상보,KOSDAQ
956,038540,상상인,KOSDAQ
957,101000,상상인인더스트리,KOSDAQ
958,415580,상상인제3호스팩,KOSDAQ
959,001290,상상인증권,KOSPI
960,041650,상신브레이크,KOSPI
961,091580,상신이디피,KOSDAQ
962,263810,상신전자,KOSDAQ
963,089980,상아프론테크,KOSDAQ
964,042940,상지카일룸,KOSDAQ
965,042600,새로닉스,KOSDAQ
966,075180,새론오토모티브,KOSPI
967,252990,샘씨엔에스,KOSDAQ
968,007540,샘표,KOSPI
969,248170,샘표식품,KOSPI
970,294630,서남,KOSDAQ
971,038070,서린바이오,KOSDAQ
972,006730,서부T&D,KOSDAQ
973,079650,서산,KOSDAQ
974,100660,서암기계공업,KOSDAQ
975,007860,서연,KOSPI
976,200880,서연이화,KOSPI
977,019770,서연탑메탈,KOSDAQ
978,017390,서울가스,KOSPI
979,043710,서울리거,KOSDAQ
980,092190,서울바이오시스,KOSDAQ
981,046890,서울반도체,KOSDAQ
982,004410,서울식품,KOSPI
983,063170,서울옥션,KOSDAQ
984,027040,서울전자통신,KOSDAQ
985,018680,서울제약,KOSDAQ
986,021050,서원,KOSPI
987,093920,서원인텍,KOSDAQ
988,189860,서전기전,KOSDAQ
989,178320,서진시스템,KOSDAQ
990,122690,서진오토모티브,KOSDAQ
991,140070,서플러스글로벌,KOSDAQ
992,011370,서한,KOSDAQ
993,065710,서호전기,KOSDAQ
994,008490,서흥,KOSPI
995,035890,서희건설,KOSDAQ
996,357550,석경에이티,KOSDAQ
997,003100,선광,KOSDAQ
998,007610,선도전기,KOSPI
999,067370,선바이오,KONEX
1000,171090,선익시스템,KOSDAQ
1001,136490,선진,KOSPI
1002,086710,선진뷰티사이언스,KOSDAQ
1003,014620,성광벤드,KOSDAQ
1004,037350,성도이엔지,KOSDAQ
1005,014910,성문전자,KOSPI
1006,003080,성보화학,KOSPI
1007,004980,성신양회,KOSPI
1008,011300,성안,KOSPI
1009,081580,성우전자,KOSDAQ
1010,045300,성우테크론,KOSDAQ
1011,015750,성우하이텍,KOSDAQ
1012,000180,성창기업지주,KOSPI
1013,080470,성창오토텍,KOSDAQ
1014,043260,성호전자,KOSDAQ
1015,148150,세경하이테크,KOSDAQ
1016,002420,세기상사,KOSPI
1017,053060,세동,KOSDAQ
1018,340440,세림B&G,KOSDAQ
1019,017510,세명전기,KOSDAQ
1020,004360,세방,KOSPI
1021,004490,세방전지,KOSPI
1022,011560,세보엠이씨,KOSDAQ
1023,396300,세아메카닉스,KOSDAQ
1024,001430,세아베스틸지주,KOSPI
1025,306200,세아제강,KOSPI
1026,003030,세아제강지주,KOSPI
1027,019440,세아특수강,KOSPI
1028,058650,세아홀딩스,KOSPI
1029,052190,세영디앤씨,KOSDAQ
1030,013000,세우글로벌,KOSPI
1031,100700,세운메디칼,KOSDAQ
1032,024830,세원물산,KOSDAQ
1033,091090,세원이앤씨,KOSPI
1034,021820,세원정공,KOSPI
1035,067830,세이브존I&C,KOSPI
1036,033530,세종공업,KOSPI
1037,258830,세종메디칼,KOSDAQ
1038,036630,세종텔레콤,KOSDAQ
1039,039310,세중,KOSDAQ
1040,075580,세진중공업,KOSPI
1041,067770,세진티에스,KOSDAQ
1042,053450,세코닉스,KOSDAQ
1043,234340,세틀뱅크,KOSDAQ
1044,027970,세하,KOSPI
1045,252500,세화피앤씨,KOSDAQ
1046,347000,센코,KOSDAQ
1047,308170,센트랄모텍,KOSPI
1048,012600,센트럴인사이트,KOSPI
1049,331920,셀레믹스,KOSDAQ
1050,049180,셀루메드,KOSDAQ
1051,299660,셀리드,KOSDAQ
1052,268600,셀리버리,KOSDAQ
1053,108860,셀바스AI,KOSDAQ
1054,208370,셀바스헬스케어,KOSDAQ
1055,258250,셀젠텍,KONEX
1056,068270,셀트리온,KOSPI
1057,068760,셀트리온제약,KOSDAQ
1058,091990,셀트리온헬스케어,KOSDAQ
1059,060230,소니드,KOSDAQ
1060,290690,소룩스,KOSDAQ
1061,053110,소리바다,KOSDAQ
1062,950200,소마젠,KOSDAQ
1063,032680,소프트센,KOSDAQ
1064,258790,소프트캠프,KOSDAQ
1065,066910,손오공,KOSDAQ
1066,043100,솔고바이오,KOSDAQ
1067,336370,솔루스첨단소재,KOSPI
1068,154040,솔루에타,KOSDAQ
1069,248070,솔루엠,KOSPI
1070,035610,솔본,KOSDAQ
1071,357780,솔브레인,KOSDAQ
1072,036830,솔브레인홀딩스,KOSDAQ
1073,304100,솔트룩스,KOSDAQ
1074,004430,송원산업,KOSPI
1075,086980,쇼박스,KOSDAQ
1076,050960,수산아이앤티,KOSDAQ
1077,017550,수산중공업,KOSPI
1078,253840,수젠텍,KOSDAQ
1079,185190,수프로,KONEX
1080,236200,슈프리마,KOSDAQ
1081,317770,슈프리마아이디,KOSDAQ
1082,094840,슈프리마에이치큐,KOSDAQ
1083,192440,슈피겐코리아,KOSDAQ
1084,099440,스맥,KOSDAQ
1085,053210,스카이라이프,KOSPI
1086,033790,스카이문스테크놀로지,KOSDAQ
1087,131100,스카이이앤엠,KOSDAQ
1088,276040,스코넥,KOSDAQ
1089,159910,스킨앤스킨,KOSDAQ
1090,115570,스타플렉스,KOSDAQ
1091,258540,스템랩,KONEX
1092,330730,스톤브릿지벤처스,KOSDAQ
1093,253450,스튜디오드래곤,KOSDAQ
1094,204630,스튜디오산타클로스,KOSDAQ
1095,026890,스틱인베스트먼트,KOSPI
1096,013810,스페코,KOSDAQ
1097,049830,승일,KOSDAQ
1098,020710,시공테크,KOSDAQ
1099,033170,시그네틱스,KOSDAQ
1100,048870,시너지이노베이션,KOSDAQ
1101,025320,시노펙스,KOSDAQ
1102,134790,시디즈,KOSPI
1103,269620,시스웍,KOSDAQ
1104,131090,시큐브,KOSDAQ
1105,232830,시큐센,KONEX
1106,139050,시티랩스,KOSDAQ
1107,016590,신대양제지,KOSPI
1108,290520,신도기연,KOSDAQ
1109,029530,신도리코,KOSPI
1110,004970,신라교역,KOSPI
1111,001000,신라섬유,KOSDAQ
1112,025870,신라에스지,KOSDAQ
1113,215600,신라젠,KOSDAQ
1114,065350,신성델타테크,KOSDAQ
1115,011930,신성이엔지,KOSPI
1116,005390,신성통상,KOSPI
1117,004170,신세계,KOSPI
1118,035510,신세계 I&C,KOSPI
1119,034300,신세계건설,KOSPI
1120,031430,신세계인터내셔날,KOSPI
1121,031440,신세계푸드,KOSPI
1122,006880,신송홀딩스,KOSPI
1123,002800,신신제약,KOSDAQ
1124,323280,신영스팩5호,KOSDAQ
1125,344050,신영스팩6호,KOSDAQ
1126,419270,신영스팩7호,KOSDAQ
1127,005800,신영와코루,KOSPI
1128,001720,신영증권,KOSPI
1129,009270,신원,KOSPI
1130,017000,신원종합개발,KOSDAQ
1131,002700,신일전자,KOSPI
1132,012790,신일제약,KOSDAQ
1133,138070,신진에스엠,KOSDAQ
1134,226330,신테카바이오,KOSDAQ
1135,019170,신풍제약,KOSPI
1136,002870,신풍제지,KOSPI
1137,404990,신한서부티엔디리츠,KOSPI
1138,293940,신한알파리츠,KOSPI
1139,333050,신한제6호스팩,KOSDAQ
1140,366330,신한제7호스팩,KOSDAQ
1141,393360,신한제8호스팩,KOSDAQ
1142,405640,신한제9호스팩,KOSDAQ
1143,055550,신한지주,KOSPI
1144,056700,신화인터텍,KOSDAQ
1145,187270,신화콘텍,KOSDAQ
1146,004080,신흥,KOSPI
1147,243840,신흥에스이씨,KOSDAQ
1148,257720,실리콘투,KOSDAQ
1149,222800,심텍,KOSDAQ
1150,036710,심텍홀딩스,KOSDAQ
1151,160980,싸이맥스,KOSDAQ
1152,356890,싸이버원,KOSDAQ
1153,217330,싸이토젠,KOSDAQ
1154,102280,쌍방울,KOSPI
1155,003410,쌍용C&E,KOSPI
1156,010280,쌍용정보통신,KOSDAQ
1157,003620,쌍용차,KOSPI
1158,004770,써니전자,KOSPI
1159,217320,썬테크,KONEX
1160,208640,썸에이지,KOSDAQ
1161,222420,쎄노텍,KOSDAQ
1162,037760,쎄니트,KOSDAQ
1163,099320,쎄트렉아이,KOSDAQ
1164,015540,쎌마테라퓨틱스,KOSPI
1165,049960,쎌바이오텍,KOSDAQ
1166,050890,쏠리드,KOSDAQ
1167,066790,씨씨에스,KOSDAQ
1168,222080,씨아이에스,KOSDAQ
1169,004920,씨아이테크,KOSPI
1170,236030,씨알푸드,KONEX
1171,103660,씨앗,KONEX
1172,352480,씨앤씨인터내셔널,KOSDAQ
1173,245450,씨앤에스링크,KONEX
1174,264660,씨앤지하이테크,KOSDAQ
1175,352700,씨앤투스성진,KOSDAQ
1176,297090,씨에스베어링,KOSDAQ
1177,112610,씨에스윈드,KOSPI
1178,359090,씨엔알리서치,KOSDAQ
1179,286000,씨엔티드림,KONEX
1180,115530,씨엔플러스,KOSDAQ
1181,115480,씨유메디칼,KOSDAQ
1182,376290,씨유테크,KOSDAQ
1183,189330,씨이랩,KOSDAQ
1184,096530,씨젠,KOSDAQ
1185,900120,씨케이에이치,KOSDAQ
1186,101240,씨큐브,KOSDAQ
1187,060590,씨티씨바이오,KOSDAQ
1188,260930,씨티케이,KOSDAQ
1189,013990,아가방컴퍼니,KOSDAQ
1190,123860,아나패스,KOSDAQ
1191,025980,아난티,KOSDAQ
1192,008700,아남전자,KOSPI
1193,058220,아리온,KOSDAQ
1194,125210,아모그린텍,KOSDAQ
1195,002790,아모레G,KOSPI
1196,090430,아모레퍼시픽,KOSPI
1197,357580,아모센스,KOSDAQ
1198,052710,아모텍,KOSDAQ
1199,074430,아미노로직스,KOSDAQ
1200,092040,아미코젠,KOSDAQ
1201,083930,아바코,KOSDAQ
1202,149950,아바텍,KOSDAQ
1203,036010,아비코전자,KOSDAQ
1204,002030,아세아,KOSPI
1205,183190,아세아시멘트,KOSPI
1206,002310,아세아제지,KOSPI
1207,050860,아세아텍,KOSDAQ
1208,012170,아센디오,KOSPI
1209,136410,아셈스,KOSDAQ
1210,246720,아스타,KOSDAQ
1211,067390,아스트,KOSDAQ
1212,159010,아스플로,KOSDAQ
1213,127710,아시아경제,KOSDAQ
1214,267850,아시아나IDT,KOSPI
1215,020560,아시아나항공,KOSPI
1216,154030,아시아종묘,KOSDAQ
1217,227610,아우딘퓨쳐스,KOSDAQ
1218,143160,아이디스,KOSDAQ
1219,054800,아이디스홀딩스,KOSDAQ
1220,332370,아이디피,KOSDAQ
1221,122900,아이마켓코리아,KOSPI
1222,339950,아이비김영,KOSDAQ
1223,099190,아이센스,KOSDAQ
1224,289010,아이스크림에듀,KOSDAQ
1225,214430,아이쓰리시스템,KOSDAQ
1226,040910,아이씨디,KOSDAQ
1227,068940,아이씨케이,KOSDAQ
1228,052860,아이앤씨,KOSDAQ
1229,010780,아이에스동서,KOSPI
1230,069920,아이에스이커머스,KOSDAQ
1231,038880,아이에이,KOSDAQ
1232,307180,아이엘사이언스,KOSDAQ
1233,101390,아이엠,KOSDAQ
1234,078860,아이오케이,KOSDAQ
1235,114810,아이원스,KOSDAQ
1236,090150,아이윈,KOSDAQ
1237,123010,아이윈플러스,KOSDAQ
1238,031310,아이즈비전,KOSDAQ
1239,185490,아이진,KOSDAQ
1240,059100,아이컴포넌트,KOSDAQ
1241,149010,아이케이세미콘,KONEX
1242,262840,아이퀘스트,KOSDAQ
1243,175250,아이큐어,KOSDAQ
1244,052460,아이크래프트,KOSDAQ
1245,119830,아이텍,KOSDAQ
1246,052770,아이톡시,KOSDAQ
1247,124500,아이티센,KOSDAQ
1248,372800,아이티아이즈,KOSDAQ
1249,084850,아이티엠반도체,KOSDAQ
1250,114840,아이패밀리에스씨,KOSDAQ
1251,027360,아주IB투자,KOSDAQ
1252,139990,아주스틸,KOSPI
1253,032080,아즈텍WB,KOSDAQ
1254,013310,아진산업,KOSDAQ
1255,059120,아진엑스텍,KOSDAQ
1256,158430,아톤,KOSDAQ
1257,149300,아퓨어스,KONEX
1258,067160,아프리카TV,KOSDAQ
1259,001540,안국약품,KOSDAQ
1260,053800,안랩,KOSDAQ
1261,251280,안지오랩,KONEX
1262,065660,안트로젠,KOSDAQ
1263,297570,알로이스,KOSDAQ
1264,001780,알루코,KOSPI
1265,260660,알리코제약,KOSDAQ
1266,361570,알비더블유,KOSDAQ
1267,131370,알서포트,KOSDAQ
1268,140670,알에스오토메이션,KOSDAQ
1269,096610,알에프세미,KOSDAQ
1270,061040,알에프텍,KOSDAQ
1271,148250,알엔투테크놀로지,KOSDAQ
1272,347860,알체라,KOSDAQ
1273,196170,알테오젠,KOSDAQ
1274,123750,알톤스포츠,KOSDAQ
1275,085810,알티캐스트,KOSDAQ
1276,117670,알파홀딩스,KOSDAQ
1277,291650,압타머사이언스,KOSDAQ
1278,293780,압타바이오,KOSDAQ
1279,267810,앙츠,KONEX
1280,018250,애경산업,KOSPI
1281,161000,애경케미칼,KOSPI
1282,196300,애니젠,KOSDAQ
1283,310200,애니플러스,KOSDAQ
1284,179530,애드바이오텍,KOSDAQ
1285,900100,애머릿지,KOSDAQ
1286,205500,액션스퀘어,KOSDAQ
1287,052790,액토즈소프트,KOSDAQ
1288,290740,액트로,KOSDAQ
1289,238090,앤디포스,KOSDAQ
1290,092600,앤씨앤,KOSDAQ
1291,129890,앱코,KOSDAQ
1292,174900,앱클론,KOSDAQ
1293,255440,야스,KOSDAQ
1294,030960,양지사,KOSDAQ
1295,102120,어보브반도체,KOSDAQ
1296,263540,어스앤에어로스페이스,KOSDAQ
1297,238120,얼라인드,KOSDAQ
1298,224810,엄지하우스,KONEX
1299,019990,에너토크,KOSDAQ
1300,011090,에넥스,KOSPI
1301,136510,에디슨EV,KOSDAQ
1302,056090,에디슨INNO,KOSDAQ
1303,270660,에브리봇,KOSDAQ
1304,038680,에스넷,KOSDAQ
1305,137310,에스디바이오센서,KOSPI
1306,217480,에스디생명공학,KOSDAQ
1307,121890,에스디시스템,KOSDAQ
1308,097780,에스맥,KOSDAQ
1309,042110,에스씨디,KOSDAQ
1310,298060,에스씨엠생명과학,KOSDAQ
1311,065420,에스아이리소스,KOSDAQ
1312,270210,에스알바이오텍,KONEX
1313,103230,에스앤더블류,KOSDAQ
1314,260970,에스앤디,KOSDAQ
1315,101490,에스앤에스텍,KOSDAQ
1316,095910,에스에너지,KOSDAQ
1317,275630,에스에스알,KOSDAQ
1318,031330,에스에이엠티,KOSDAQ
1319,050320,에스에이치엔엘,KOSDAQ
1320,060540,에스에이티,KOSDAQ
1321,351320,에스에이티이엔지,KOSDAQ
1322,056190,에스에프에이,KOSDAQ
1323,080000,에스엔유,KOSDAQ
1324,086460,에스엔피제네틱스,KONEX
1325,005850,에스엘,KOSPI
